ID	DateTime	Action	LicenseCode	ApplicationName	User	Computer	TotalApplicationInstancesPerLicense	LicenseDuration	TotalLicensePerUser	TotalLicenses	InstancesPerApplication	ApplicationInstancesPerLicense	ApplicationDuration	TotalApplications	TotalApplicationsPerUser
168	 2019-10-01 15:23:46.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User13	Computer	4	 20:43:24	1	14	1	1	 00:00:00	2	2
169	 2019-10-01 15:29:59.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	1	 00:00:00	1	15	1	1	 00:00:00	3	1
170	 2019-10-01 15:45:50.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	0	 03:59:24	0	14	0	0	 03:59:24	0	0
171	 2019-10-01 15:45:53.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	1	 00:00:03	1	15	1	1	 00:00:03	1	1
172	 2019-10-01 16:37:52.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	2	 31:01:53	1	15	1	1	 28:02:19	2	2
173	 2019-10-01 17:17:37.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User15	Computer	2	 06:37:06	1	15	1	1	 00:00:00	4	2
174	 2019-10-01 17:19:22.000	OUT	AEC COLLECTION	86766NAVMAN_2017_0F	User27	Computer	3	 31:07:29	1	15	1	1	 00:00:00	2	3
175	 2019-10-01 17:35:37.000	IN	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	0	 02:05:38	0	14	0	0	 02:05:38	3	0
176	 2019-10-01 17:37:36.000	IN	AEC COLLECTION	86766NAVMAN_2017_0F	User27	Computer	2	 31:25:43	1	14	0	0	 00:18:14	1	2
177	 2019-10-01 17:42:14.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 02:46:27	1	15	1	1	 02:46:27	4	1
178	 2019-10-01 17:42:21.000	IN	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	0	 02:46:34	0	14	0	0	 02:46:34	3	0
179	 2019-10-01 17:43:33.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 00:01:12	1	15	1	1	 00:01:12	4	1
180	 2019-10-01 17:43:55.000	IN	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	0	 00:01:34	0	14	0	0	 00:01:34	3	0
181	 2019-10-01 17:48:49.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	2	 08:47:04	1	14	2	2	 08:47:04	4	1
182	 2019-10-01 18:07:24.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	0	 02:21:34	0	13	0	0	 02:21:34	0	0
183	 2019-10-01 18:07:27.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	1	 00:00:03	1	14	1	1	 00:00:03	1	1
184	 2019-10-01 18:15:38.000	IN	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	1	 23:27:47	1	14	1	1	 23:27:47	8	1
185	 2019-10-01 18:16:01.000	IN	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	0	 23:28:10	0	13	0	0	 23:28:10	7	0
186	 2019-10-01 18:19:56.000	IN	AEC COLLECTION	87149RVT_2019_0F	User15	Computer	1	 07:39:25	1	13	0	0	 07:39:25	3	1
187	 2019-10-01 18:20:28.000	IN	AEC COLLECTION	87084ACD_2019_0F	User15	Computer	0	 07:39:57	0	12	0	0	 01:02:51	2	0
188	 2019-10-01 18:26:51.000	IN	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	0	 06:50:14	0	11	0	0	 06:50:14	6	0
189	 2019-10-01 18:28:36.000	IN	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	0	 31:14:00	0	10	0	0	 31:14:00	1	0
190	 2019-10-01 18:51:44.000	IN	AEC COLLECTION	87084ACD_2019_0F	User13	Computer	3	 24:11:22	1	10	0	0	 03:27:58	1	1
191	 2019-10-01 18:53:35.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	2	 24:13:13	1	10	2	2	 24:13:13	6	1
192	 2019-10-01 18:53:36.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 24:13:14	1	10	1	1	 24:13:14	6	1
193	 2019-10-01 18:54:58.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	0	 24:14:36	0	9	0	0	 24:14:36	5	0
194	 2019-10-01 19:31:39.000	IN	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	1	 10:29:54	1	9	1	1	 10:29:54	3	1
195	 2019-10-01 20:30:45.000	IN	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	0	 11:29:00	0	8	0	0	 11:29:00	2	0
196	 2019-10-02 08:50:36.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User12	Computer	1	 37:49:51	1	9	1	1	 37:49:51	3	1
197	 2019-10-02 09:04:35.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	1	 39:19:11	1	10	1	1	 39:19:11	4	1
198	 2019-10-02 09:24:02.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	1	 15:08:01	1	11	1	1	 15:08:01	6	1
199	 2019-10-02 09:25:49.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User4	Computer	2	 15:09:48	1	11	1	1	 00:00:00	2	2
200	 2019-10-02 09:26:27.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 38:57:23	1	12	1	1	 38:57:23	7	1
201	 2019-10-02 09:29:57.000	IN	AEC COLLECTION	87084ACD_2019_0F	User4	Computer	1	 15:13:56	1	12	0	0	 00:04:08	1	1
202	 2019-10-02 09:32:59.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 39:03:55	0	11	0	0	 39:03:55	6	0
203	 2019-10-02 09:33:04.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:00:05	1	12	1	1	 00:00:05	7	1
204	 2019-10-02 09:33:12.000	IN	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	0	 15:17:11	0	11	0	0	 15:17:11	6	0
205	 2019-10-02 09:34:14.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 39:34:08	1	12	1	1	 39:34:08	7	1
206	 2019-10-02 09:38:17.000	IN	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	0	 39:04:13	0	11	0	0	 39:04:13	6	0
207	 2019-10-02 09:39:45.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 14:44:47	1	12	1	1	 14:44:47	7	1
208	 2019-10-02 09:40:20.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	1	 15:13:29	1	13	1	1	 15:13:29	8	1
209	 2019-10-02 09:42:12.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	2	 14:47:14	1	13	2	2	 14:47:14	8	1
210	 2019-10-02 10:11:28.000	IN	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	0	 15:44:37	0	12	0	0	 15:44:37	7	0
211	 2019-10-02 10:11:32.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	1	 00:00:04	1	13	1	1	 00:00:04	8	1
212	 2019-10-02 10:12:57.000	IN	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	0	 00:01:29	0	12	0	0	 00:01:29	7	0
213	 2019-10-02 10:13:00.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	1	 00:00:03	1	13	1	1	 00:00:03	8	1
214	 2019-10-02 10:15:12.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 00:42:13	0	12	0	0	 00:42:13	7	0
215	 2019-10-02 10:15:13.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:00:01	1	13	1	1	 00:00:01	8	1
216	 2019-10-02 10:22:53.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	3	 15:27:55	1	13	3	3	 15:27:55	8	1
217	 2019-10-02 10:30:17.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	1	 16:01:41	1	14	1	1	 16:01:41	2	1
218	 2019-10-02 10:32:59.000	IN	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	0	 40:47:35	0	13	0	0	 40:47:35	3	0
219	 2019-10-02 10:40:17.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	1	 00:07:18	1	14	1	1	 00:07:18	4	1
220	 2019-10-02 10:49:28.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	1	 17:13:51	1	15	1	1	 17:13:51	2	1
221	 2019-10-02 11:11:07.000	IN	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	0	 16:42:31	0	14	0	0	 16:42:31	1	0
222	 2019-10-02 11:25:35.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	2	 41:25:29	1	14	2	2	 41:25:29	8	1
223	 2019-10-02 11:46:49.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	1	 00:35:42	1	15	1	1	 00:35:42	2	1
224	 2019-10-02 11:53:48.000	IN	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	1	 50:17:49	1	15	0	0	 47:18:15	1	1
225	 2019-10-02 11:54:13.000	IN	AEC COLLECTION	86706RVT_2017_0F	User9	Computer	0	 50:18:14	0	14	0	0	 50:18:14	7	0
226	 2019-10-02 12:03:11.000	IN	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	0	 01:30:12	0	13	0	0	 01:30:12	3	0
227	 2019-10-02 12:04:03.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:00:00	1	14	1	1	 00:00:00	2	1
228	 2019-10-02 12:04:49.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:00:46	0	13	0	0	 00:00:46	1	0
229	 2019-10-02 12:04:53.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User9	Computer	1	 00:10:40	1	14	1	1	 00:10:40	8	1
230	 2019-10-02 12:13:40.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:08:51	1	15	1	1	 00:08:51	2	1
231	 2019-10-02 12:14:05.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:09:16	0	14	0	0	 00:09:16	1	0
232	 2019-10-02 12:14:20.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:00:15	1	15	1	1	 00:00:15	2	1
233	 2019-10-02 12:14:41.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:00:36	0	14	0	0	 00:00:36	1	0
234	 2019-10-02 12:17:51.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:03:10	1	15	1	1	 00:03:10	2	1
235	 2019-10-02 12:18:57.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:04:16	0	14	0	0	 00:04:16	1	0
236	 2019-10-02 12:19:28.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	3	 42:19:22	1	14	1	1	 45:01:24	3	2
237	 2019-10-02 12:22:39.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:03:42	1	15	1	1	 00:03:42	2	1
238	 2019-10-02 12:25:15.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:06:18	0	14	0	0	 00:06:18	1	0
239	 2019-10-02 12:30:18.000	IN	AEC COLLECTION	87176NAVMAN_2019_0F	User27	Computer	1	 50:18:25	1	14	0	0	 49:58:32	0	1
240	 2019-10-02 12:30:25.000	OUT	AEC COLLECTION	87176NAVMAN_2019_0F	User27	Computer	2	 50:18:32	1	14	1	1	 00:00:07	1	2
241	 2019-10-02 12:30:44.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 18:46:49	1	15	1	1	 18:46:49	4	1
242	 2019-10-02 12:31:51.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	1	 00:28:40	1	16	1	1	 00:28:40	4	1
243	 2019-10-02 12:34:51.000	IN	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	0	 18:50:56	0	15	0	0	 18:50:56	3	0
244	 2019-10-02 12:34:58.000	IN	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	2	 42:34:52	1	15	0	0	 45:16:54	2	1
245	 2019-10-02 12:42:35.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:17:20	1	16	1	1	 00:17:20	2	1
246	 2019-10-02 12:43:05.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:17:50	0	15	0	0	 00:17:50	1	0
247	 2019-10-02 12:44:33.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 02:29:21	0	14	0	0	 02:29:21	7	0
248	 2019-10-02 12:44:38.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:00:05	1	15	1	1	 00:00:05	8	1
249	 2019-10-02 12:47:05.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:04:00	1	16	1	1	 00:04:00	2	1
250	 2019-10-02 12:47:38.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:04:33	0	15	0	0	 00:04:33	1	0
251	 2019-10-02 12:49:03.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:01:25	1	16	1	1	 00:01:25	2	1
252	 2019-10-02 12:49:42.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	3	 42:49:36	1	16	1	1	 00:14:44	3	2
253	 2019-10-02 12:50:06.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:02:28	0	15	0	0	 00:02:28	1	0
254	 2019-10-02 12:50:35.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 00:06:02	0	14	0	0	 00:06:02	7	0
255	 2019-10-02 12:51:41.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:01:35	1	15	1	1	 00:01:35	2	1
256	 2019-10-02 12:52:03.000	IN	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	0	 00:48:52	0	14	0	0	 00:48:52	3	0
257	 2019-10-02 12:52:05.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:01:59	0	13	0	0	 00:01:59	1	0
258	 2019-10-02 12:52:17.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:00:12	1	14	1	1	 00:00:12	2	1
259	 2019-10-02 12:52:28.000	IN	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	2	 42:52:22	1	14	0	0	 00:17:30	2	1
260	 2019-10-02 12:54:55.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	3	 42:54:49	1	14	1	1	 00:02:27	3	2
261	 2019-10-02 12:56:31.000	IN	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	2	 42:56:25	1	14	0	0	 00:04:03	2	1
262	 2019-10-02 12:57:07.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	3	 42:57:01	1	14	1	1	 00:00:36	3	2
263	 2019-10-02 12:57:15.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:05:10	0	13	0	0	 00:05:10	1	0
264	 2019-10-02 13:05:30.000	IN	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	2	 43:05:24	1	13	0	0	 00:08:59	2	1
265	 2019-10-02 13:54:51.000	OUT	AEC COLLECTION	86998NAVMAN_2018_0F	User17	Computer	2	 19:47:27	1	13	1	1	 22:59:44	1	2
266	 2019-10-02 14:03:47.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 01:13:12	1	14	1	1	 01:13:12	8	1
267	 2019-10-02 14:11:03.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	1	 01:19:00	1	15	1	1	 01:19:00	4	1
268	 2019-10-02 14:49:50.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 44:49:44	1	15	1	1	 44:49:44	8	1
269	 2019-10-02 15:00:10.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 02:09:35	1	15	2	2	 02:09:35	8	1
270	 2019-10-02 15:00:56.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 02:10:21	1	15	1	1	 02:10:21	8	1
271	 2019-10-02 15:04:27.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	2	 04:51:30	1	15	2	2	 04:51:30	8	1
272	 2019-10-02 15:04:45.000	IN	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	1	 04:51:48	1	15	1	1	 04:51:48	8	1
273	 2019-10-02 15:21:04.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 02:30:29	1	15	2	2	 02:30:29	8	1
274	 2019-10-02 15:22:17.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 02:31:42	1	15	1	1	 02:31:42	8	1
275	 2019-10-02 15:22:43.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 02:32:08	1	15	2	2	 02:32:08	8	1
276	 2019-10-02 15:44:25.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	3	 02:53:50	1	15	3	3	 02:53:50	8	1
277	 2019-10-02 15:45:06.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 02:54:31	1	15	2	2	 02:54:31	8	1
278	 2019-10-02 15:57:43.000	IN	AEC COLLECTION	86998NAVMAN_2018_0F	User17	Computer	1	 21:50:19	1	15	0	0	 25:02:36	0	1
279	 2019-10-02 16:05:17.000	OUT	AEC COLLECTION	86998NAVMAN_2018_0F	User17	Computer	2	 21:57:53	1	15	1	1	 00:07:34	1	2
280	 2019-10-02 16:06:50.000	IN	AEC COLLECTION	87149RVT_2019_0F	User16	Computer	0	 03:14:47	0	14	0	0	 03:14:47	3	0
281	 2019-10-02 16:12:33.000	IN	AEC COLLECTION	86998NAVMAN_2018_0F	User17	Computer	1	 22:05:09	1	14	0	0	 00:14:50	0	1
282	 2019-10-02 16:27:11.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	2	 46:27:05	1	14	2	2	 46:27:05	8	1
283	 2019-10-02 16:27:54.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	0	 22:20:30	0	13	0	0	 22:20:30	0	0
284	 2019-10-02 16:27:59.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	1	 00:00:05	1	14	1	1	 00:00:05	1	1
285	 2019-10-02 16:33:06.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 03:58:15	1	15	1	1	 03:58:15	3	1
286	 2019-10-02 16:34:20.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	2	 03:59:29	1	15	2	2	 03:59:29	3	1
287	 2019-10-02 16:35:31.000	IN	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 04:00:40	1	15	1	1	 04:00:40	3	1
288	 2019-10-02 16:46:23.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	2	 00:18:29	1	15	2	2	 00:18:29	1	1
289	 2019-10-02 16:46:28.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	1	 00:18:34	1	15	1	1	 00:18:34	1	1
290	 2019-10-02 16:49:04.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 46:48:58	1	15	1	1	 46:48:58	8	1
291	 2019-10-02 17:26:03.000	IN	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	0	 06:14:56	0	14	0	0	 06:14:56	0	0
292	 2019-10-02 17:27:05.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User9	Computer	2	 05:32:52	1	14	1	1	 00:00:00	4	2
293	 2019-10-02 17:34:54.000	IN	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	0	 23:59:17	0	13	0	0	 23:59:17	2	0
294	 2019-10-02 17:49:47.000	IN	AEC COLLECTION	87149RVT_2019_0F	User12	Computer	0	 46:49:02	0	12	0	0	 46:49:02	3	0
295	 2019-10-02 18:29:48.000	IN	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	0	 08:16:51	0	11	0	0	 08:16:51	7	0
296	 2019-10-02 18:47:37.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	0	 48:47:31	0	10	0	0	 48:47:31	6	0
297	 2019-10-02 18:49:00.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	2	 23:54:02	1	10	2	2	 23:54:02	6	1
298	 2019-10-02 18:49:00.001	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 23:54:02	1	10	1	1	 23:54:02	6	1
299	 2019-10-02 18:49:00.002	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	0	 23:54:02	0	9	0	0	 23:54:02	5	0
300	 2019-10-02 18:58:13.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 06:07:38	1	9	1	1	 06:07:38	5	1
301	 2019-10-02 18:59:38.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 06:09:03	0	8	0	0	 06:09:03	4	0
302	 2019-10-03 09:32:26.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 14:32:48	1	9	1	1	 14:32:48	5	1
303	 2019-10-03 09:36:24.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 14:36:46	1	9	2	2	 14:36:46	5	1
304	 2019-10-03 09:36:59.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 14:37:21	1	9	1	1	 14:37:21	5	1
305	 2019-10-03 09:38:00.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	1	 15:08:12	1	10	1	1	 15:08:12	6	1
306	 2019-10-03 09:38:17.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 14:38:39	1	10	2	2	 14:38:39	6	1
307	 2019-10-03 09:38:49.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User28	Computer	2	 43:34:49	1	10	2	2	 43:34:49	3	1
308	 2019-10-03 09:43:02.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	1	 24:09:50	1	11	1	1	 24:09:50	7	1
309	 2019-10-03 09:44:34.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	1	 24:06:17	1	12	1	1	 24:06:17	8	1
310	 2019-10-03 09:46:52.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 14:57:52	1	13	1	1	 14:57:52	9	1
311	 2019-10-03 09:47:29.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	0	 14:58:29	0	12	0	0	 14:58:29	8	0
312	 2019-10-03 09:47:37.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 00:00:08	1	13	1	1	 00:00:08	9	1
313	 2019-10-03 09:49:22.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	2	 00:01:53	1	13	2	2	 00:01:53	9	1
314	 2019-10-03 09:57:37.000	IN	AEC COLLECTION	87149RVT_2019_0F	User28	Computer	1	 43:53:37	1	13	1	1	 43:53:37	3	1
315	 2019-10-03 10:00:23.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	3	 00:12:54	1	13	3	3	 00:12:54	9	1
316	 2019-10-03 10:09:45.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	1	 46:12:53	1	14	1	1	 46:12:53	4	1
317	 2019-10-03 10:12:25.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 15:12:47	1	14	1	1	 15:12:47	9	1
318	 2019-10-03 10:12:40.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 15:13:02	1	14	2	2	 15:13:02	9	1
319	 2019-10-03 10:13:26.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 15:13:48	1	14	1	1	 15:13:48	9	1
320	 2019-10-03 10:16:58.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 15:17:20	0	13	0	0	 15:17:20	8	0
321	 2019-10-03 10:18:31.000	IN	AEC COLLECTION	87149RVT_2019_0F	User28	Computer	0	 44:14:31	0	12	0	0	 44:14:31	3	0
322	 2019-10-03 10:19:12.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:02:14	1	13	1	1	 00:02:14	9	1
323	 2019-10-03 10:23:00.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	1	 16:48:06	1	14	1	1	 16:48:06	3	1
324	 2019-10-03 10:33:52.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 00:16:54	1	14	2	2	 00:16:54	9	1
325	 2019-10-03 10:47:01.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 21:49:46	1	15	1	1	 21:49:46	1	1
326	 2019-10-03 10:52:31.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 21:55:16	0	14	0	0	 21:55:16	0	0
327	 2019-10-03 10:57:23.000	IN	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	0	 47:00:31	0	13	0	0	 47:00:31	2	0
328	 2019-10-03 10:57:39.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:05:08	1	14	1	1	 00:05:08	1	1
329	 2019-10-03 10:57:58.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:05:27	0	13	0	0	 00:05:27	0	0
330	 2019-10-03 11:06:48.000	IN	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	0	 17:31:54	0	12	0	0	 17:31:54	2	0
331	 2019-10-03 11:11:18.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	3	 00:54:20	1	12	3	3	 00:54:20	9	1
332	 2019-10-03 11:12:08.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 00:55:10	1	12	2	2	 00:55:10	9	1
333	 2019-10-03 11:14:05.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 16:26:28	1	13	1	1	 16:26:28	10	1
334	 2019-10-03 11:17:35.000	OUT	AEC COLLECTION	86766NAVMAN_2017_0F	User3	Computer	2	 16:29:58	1	13	1	1	 00:00:00	2	2
335	 2019-10-03 11:19:30.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:21:32	1	14	1	1	 00:21:32	1	1
336	 2019-10-03 11:19:54.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:21:56	0	13	0	0	 00:21:56	0	0
337	 2019-10-03 12:05:45.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	2	 19:37:51	1	13	2	2	 19:37:51	1	1
338	 2019-10-03 12:05:56.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	1	 19:38:02	1	13	1	1	 19:38:02	1	1
339	 2019-10-03 12:16:22.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	2	 19:48:28	1	13	2	2	 19:48:28	1	1
340	 2019-10-03 12:16:50.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	1	 19:48:56	1	13	1	1	 19:48:56	1	1
341	 2019-10-03 12:26:53.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	2	 26:48:36	1	13	1	1	 71:39:30	3	2
342	 2019-10-03 12:47:36.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	3	 17:59:59	1	13	1	1	 23:42:06	4	3
343	 2019-10-03 13:25:53.000	IN	AEC COLLECTION	87149RVT_2019_0F	User26	Computer	1	 66:49:53	1	13	1	1	 66:49:53	2	1
